id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
392,one of the most unintuitiveawkward and nonflexible i am apps i have ever seen its a pain to use and navigate unfortunately almost all other mpp apps are abandoned and buggy and this one supports good subset of eps so i have no choice but to use it for few contacts i love mpp but applies its not backed up by good clients even on pc its not easy to find the perfect one edit jul after the main competitor came to live again i am out of here too many and frequent problems using this with my openfire servers where all other clients connect with no fuss always ,0,1,0,1,0,0,0,0,0,0
393,no custom connect port option sorry guys that sucks ,0,1,0,0,0,0,0,0,0,0
394,disgusting to see last seen function is removed after update ,0,0,0,1,0,0,0,0,0,0
395,i have an mpp server that i can successfully connect to with radium on the mac it requires an explicit server and the options force oldstyle ssl require sells conversations does not allow for me to use these options and hence i cannot use it any suggestions since i bought conversations for this this is an essential ,1,0,0,1,0,0,0,0,0,0
396,does not have advanced settings it will just say incompatible server when i connect to our amp server ,0,0,0,0,0,0,0,0,0,0
397,ever since the update this has been absolutely killing my battery constantly the top drain and has taken hours off my standby time installed this app suddenly my battery drain is back to normal pity it is a well designed mpp client but when it single handedly causes my standby time to be only around hours that is a dealbreaker update the new version also used over legs of data dling in two days which is another deal breaker since i pay for data ,0,0,0,1,0,0,0,0,0,0
398,i really like the looks of the app but very disappointing with the lack of settings all i get is username and password what about the setup of my specific mpp server details have asked for a refund ,0,1,0,0,0,0,0,0,0,0
399,pl help me how to create an account it says unauthorized whenever i try to create one ,0,0,0,1,0,0,0,0,0,0
400,terrible application i cannot configure my account due this does not provide extending settings yes custom ports and url is any way to by pass this i think setting srv on server will be extremely hard ,0,1,0,0,0,0,0,0,0,0
401,few suggestions for the developer slide to reply option must be there to reply particular line easily frequent messages append in one paragraph every line of the message should be in seperate line so that a user can opt which message he wants to reply pictures quality decrease when sent through this app it should go as it is ,0,1,0,0,0,0,0,0,0,0
402,app spam persistent notifications for no reason failed to send or properly handle memo only installed because i work with a paranoid route but this is a clear waste of money ,0,0,0,0,0,0,0,0,0,0
403,be warned apparently this app will not work with servers that require sells strange that it did work for a few days and then either the app updated or the server changed settings and i am getting tls negotiation failed constantly ,0,0,0,1,0,0,0,0,0,0
404,absolutely loved this app until otr got removed in the latest update a heads up would have been nice as i now have error messages instead of important messages its very difficult to convince others to change their encryption standard just because the mobile software i use is now limited ,0,0,0,1,0,0,1,0,1,0
405,what functionality is there is well done but author has some peculiar stances on things presence discovery etc that make it unsuitable for my uses ,0,1,0,0,0,0,0,0,0,0
406,there is a distinct lack of help to permit you configuring your existing mpp accounts on other mpp servers trying to setup correct settings to securely obfurcate the end to end connection is fraught it worked with chatsecure on android but i suspect google is not making it easy to use other servers update part of the issue maybe using an mpp server that is enforcing otr they may not support memo additionally i was trying to run it via a tor services that maybe exacerbated it the orbit app is not taking the traffic from the conversations app long story short i probably should stepwise create a howto unless anyone else has done that also trying to get it configured on an ipad ,0,1,0,0,0,0,0,0,0,0
407,i pay for the app and then i have to spend 鈧 per month after months i demand my money back ,0,0,0,0,1,0,0,0,0,0
408,why do you expect me to spend any money for this app installed successfully ,0,0,1,0,0,0,0,0,0,0
409,eventually the app will refuse to connect reporting bind failure force closing the app will allow it to connect again using hip chats mpp servers ,0,0,0,0,0,0,0,0,0,0
